SK_ID_CURR,max_entry_payment_day
181928,-573.0
181930,-505.0
181931,-515.0
181932,-503.0
181933,-2888.0
181934,-522.0
181935,-500.0
181936,-1076.0
181938,-2109.0
181940,-518.0
181941,-539.0
181943,-500.0
181946,-511.0
181947,-513.0
181948,-516.0
181949,-507.0
181950,-507.0
181952,-502.0
181953,-1864.0
181955,-1734.0
181956,-959.0
181957,-506.0
181959,-505.0
181960,-522.0
181961,-505.0
181962,-772.0
181963,-502.0
181964,-501.0
181965,-623.0
181966,-2384.0
181967,-524.0
181970,-884.0
181971,-513.0
181972,-502.0
181973,-838.0
181974,-502.0
181975,-512.0
181976,-2229.0
181977,-1851.0
181979,-509.0
181980,-502.0
181981,-1174.0
181982,-619.0
181983,-1478.0
181985,-503.0
181986,-531.0
181988,-513.0
181989,-525.0
181991,-697.0
181992,-524.0
181993,-517.0
181994,-998.0
181995,-525.0
181996,-945.0
181998,-609.0
181999,-508.0
182000,-518.0
182001,-519.0
182002,-528.0
182003,-506.0
182004,-509.0
182005,-529.0
182006,-686.0
182007,-501.0
182009,-510.0
182010,-760.0
182011,-526.0
182012,-527.0
182016,-553.0
182017,-1842.0
182018,-515.0
182019,-507.0
182020,-643.0
182022,-722.0
182024,-513.0
182025,-709.0
182026,-529.0
182027,-1888.0
182030,-505.0
182031,-500.0
182032,-509.0
182033,-504.0
182034,-546.0
182035,-538.0
182036,-629.0
182037,-792.0
182038,-2370.0
182039,-538.0
182040,-523.0
182041,-528.0
182042,-575.0
182043,-504.0
182044,-507.0
182045,-510.0
182046,-502.0
182047,-805.0
182048,-506.0
182049,-1488.0
182050,-2022.0
182051,-521.0
182052,-1779.0
182053,-518.0
182054,-857.0
182055,-2393.0
182056,-1175.0
182057,-2698.0
182058,-506.0
182059,-513.0
182060,-516.0
182061,-2796.0
182062,-642.0
182063,-504.0
182064,-524.0
182065,-511.0
182066,-510.0
182067,-1366.0
182068,-1490.0
182070,-1487.0
182071,-516.0
182072,-508.0
182073,-591.0
182074,-624.0
182075,-525.0
182077,-527.0
182078,-1648.0
182080,-1502.0
182081,-523.0
182082,-822.0
182083,-580.0
182084,-529.0
182085,-542.0
182086,-1937.0
182087,-509.0
182088,-508.0
182089,-2222.0
182090,-502.0
182093,-512.0
182094,-996.0
182095,-529.0
182096,-505.0
182097,-505.0
182099,-505.0
182100,-515.0
182101,-519.0
182102,-504.0
182103,-1558.0
182104,-524.0
182106,-515.0
182107,-513.0
182108,-522.0
182109,-501.0
182110,-2031.0
182111,-771.0
182112,-505.0
182113,-534.0
182114,-521.0
182115,-506.0
182117,-540.0
182118,-513.0
182120,-503.0
182121,-1272.0
182122,-508.0
182123,-1276.0
182125,-523.0
182126,-518.0
182130,-1395.0
182131,-2753.0
182132,-525.0
182133,-509.0
182134,-523.0
182135,-510.0
182138,-502.0
182139,-501.0
182140,-509.0
182141,-515.0
182142,-682.0
182144,-2485.0
182145,-2196.0
182147,-2192.0
182148,-1463.0
182149,-502.0
182150,-525.0
182152,-594.0
182153,-960.0
182154,-867.0
182155,-502.0
182156,-511.0
182157,-513.0
182158,-523.0
182159,-563.0
182160,-524.0
182162,-2463.0
182163,-686.0
182164,-513.0
182165,-513.0
182166,-853.0
182168,-514.0
182169,-1234.0
182170,-696.0
182171,-737.0
182172,-505.0
182173,-901.0
182175,-1660.0
182176,-532.0
182177,-513.0
182178,-500.0
182180,-511.0
182181,-518.0
182182,-938.0
182183,-772.0
182185,-500.0
182186,-504.0
182187,-2186.0
182188,-507.0
182189,-534.0
182190,-526.0
182191,-768.0
182192,-520.0
182193,-821.0
182194,-528.0
182196,-533.0
182197,-527.0
182199,-1135.0
182200,-516.0
182202,-509.0
182203,-529.0
182206,-507.0
182207,-517.0
182208,-522.0
182210,-2107.0
182211,-534.0
182213,-511.0
182214,-800.0
182215,-778.0
182216,-506.0
182219,-510.0
182221,-501.0
182222,-529.0
182223,-514.0
182225,-2546.0
182226,-1009.0
182227,-2258.0
182228,-523.0
182229,-514.0
182230,-500.0
182231,-523.0
182232,-1849.0
182233,-1334.0
182234,-511.0
182235,-1335.0
182236,-524.0
182237,-958.0
182239,-525.0
182240,-504.0
182241,-581.0
182242,-565.0
182243,-520.0
182244,-511.0
182246,-2517.0
182247,-513.0
182248,-1408.0
182249,-549.0
182250,-2429.0
182251,-743.0
182252,-754.0
182253,-515.0
182254,-500.0
182255,-766.0
182256,-1219.0
182258,-534.0
182259,-506.0
182260,-517.0
182262,-725.0
182264,-1419.0
182265,-1111.0
182266,-504.0
182268,-505.0
182270,-513.0
182271,-2433.0
182272,-1801.0
182273,-521.0
182275,-526.0
182276,-516.0
182278,-1555.0
182279,-503.0
182280,-1684.0
182281,-2479.0
182282,-505.0
182284,-616.0
182285,-920.0
182286,-515.0
182287,-528.0
182288,-513.0
182289,-560.0
182290,-810.0
182291,-503.0
182292,-663.0
182294,-558.0
182295,-1898.0
182297,-505.0
182298,-501.0
182300,-536.0
182301,-522.0
182302,-965.0
182303,-1391.0
182304,-1173.0
182305,-516.0
182306,-512.0
182307,-585.0
182308,-526.0
182309,-742.0
182310,-1547.0
182311,-523.0
182312,-501.0
182313,-530.0
182314,-525.0
182315,-1446.0
182316,-2116.0
182318,-1380.0
182320,-1429.0
182321,-896.0
182322,-525.0
182324,-520.0
182326,-507.0
182327,-770.0
182328,-518.0
182329,-1940.0
182330,-523.0
182331,-507.0
182332,-540.0
182335,-518.0
182336,-2261.0
182337,-523.0
182340,-525.0
182341,-503.0
182342,-500.0
182343,-907.0
182344,-538.0
182346,-2073.0
182347,-507.0
182348,-525.0
182349,-508.0
182350,-517.0
182351,-1372.0
182353,-512.0
182354,-2253.0
182355,-611.0
182356,-527.0
182357,-838.0
182358,-517.0
182359,-523.0
182361,-704.0
182362,-929.0
182363,-511.0
182364,-503.0
182365,-538.0
182366,-519.0
182367,-528.0
182368,-516.0
182369,-516.0
182370,-638.0
182371,-742.0
182372,-502.0
182376,-522.0
182377,-1185.0
182379,-1749.0
182380,-2106.0
182381,-513.0
182382,-521.0
182383,-514.0
182384,-526.0
182385,-731.0
182386,-514.0
182387,-518.0
182388,-523.0
182389,-520.0
182390,-996.0
182391,-528.0
182392,-511.0
182393,-515.0
182396,-507.0
182397,-1378.0
182398,-622.0
182399,-951.0
182400,-514.0
182401,-517.0
182402,-518.0
182403,-527.0
182404,-509.0
182406,-507.0
182408,-508.0
182409,-529.0
182410,-1477.0
182411,-1285.0
182412,-531.0
182414,-514.0
182416,-725.0
182418,-523.0
182419,-1246.0
182420,-847.0
182421,-1017.0
182422,-505.0
182424,-508.0
182425,-1081.0
182426,-518.0
182428,-2324.0
182429,-749.0
182430,-526.0
182431,-500.0
182432,-865.0
182436,-623.0
182437,-506.0
182438,-507.0
182440,-723.0
182441,-546.0
182442,-527.0
182443,-550.0
182445,-1569.0
182447,-505.0
182448,-523.0
182449,-760.0
182450,-1264.0
182452,-2074.0
182454,-522.0
182456,-506.0
182458,-512.0
182459,-513.0
182461,-733.0
182462,-529.0
182463,-1940.0
182464,-936.0
182465,-561.0
182466,-1167.0
182467,-811.0
182468,-1424.0
182469,-942.0
182470,-508.0
182471,-514.0
182472,-946.0
182473,-842.0
182474,-523.0
182475,-517.0
182476,-508.0
182477,-518.0
182478,-517.0
182479,-508.0
182481,-521.0
182482,-501.0
182484,-919.0
182485,-532.0
182486,-503.0
182487,-514.0
182489,-500.0
182490,-2487.0
182491,-1024.0
182492,-1326.0
182493,-501.0
182494,-522.0
182495,-2154.0
182496,-521.0
182497,-532.0
182498,-646.0
182499,-953.0
182501,-1246.0
182502,-2204.0
182503,-744.0
182504,-524.0
182505,-519.0
182506,-627.0
182507,-514.0
182508,-761.0
182509,-521.0
182510,-2082.0
182511,-501.0
182512,-521.0
182513,-500.0
182514,-533.0
182517,-501.0
182518,-502.0
182519,-512.0
182520,-572.0
182521,-518.0
182522,-1216.0
182523,-656.0
182524,-811.0
182525,-519.0
182526,-1159.0
182527,-504.0
182528,-513.0
182529,-543.0
182531,-1006.0
182532,-621.0
182533,-593.0
182534,-1368.0
182535,-504.0
182536,-502.0
182537,-2055.0
182538,-511.0
182539,-2301.0
182540,-506.0
182541,-699.0
182543,-1950.0
182544,-507.0
182546,-2708.0
182547,-975.0
182548,-2066.0
182549,-511.0
182550,-508.0
182551,-513.0
182552,-2878.0
182553,-525.0
182555,-2223.0
182556,-521.0
182557,-581.0
182559,-2927.0
182562,-512.0
182563,-510.0
182564,-561.0
182565,-1190.0
182566,-514.0
182567,-526.0
182568,-525.0
182569,-511.0
182570,-588.0
182571,-507.0
182572,-858.0
182573,-757.0
182574,-508.0
182576,-510.0
182577,-503.0
182578,-516.0
182579,-705.0
182580,-578.0
182581,-602.0
182582,-519.0
182584,-533.0
182585,-514.0
182586,-634.0
182587,-510.0
182590,-2220.0
182591,-1601.0
182592,-510.0
182593,-523.0
182594,-2402.0
182599,-511.0
182601,-884.0
182602,-2912.0
182603,-618.0
182604,-526.0
182605,-523.0
182606,-511.0
182607,-501.0
182608,-2109.0
182609,-1347.0
182610,-510.0
182611,-2877.0
182613,-743.0
182614,-1088.0
182615,-523.0
182616,-544.0
182618,-505.0
182619,-520.0
182621,-1707.0
182622,-794.0
182623,-516.0
182624,-517.0
182625,-509.0
182627,-1458.0
182628,-661.0
182629,-951.0
182630,-801.0
182631,-1702.0
182633,-533.0
182634,-522.0
182636,-515.0
182637,-505.0
182638,-520.0
182639,-500.0
182640,-521.0
182641,-1026.0
182644,-1963.0
182645,-740.0
182646,-1452.0
182647,-503.0
182649,-519.0
182650,-1279.0
182651,-525.0
182652,-988.0
182653,-512.0
182654,-502.0
182655,-518.0
182656,-1511.0
182658,-1552.0
182659,-502.0
182661,-1052.0
182662,-856.0
182663,-513.0
182664,-509.0
182666,-508.0
182667,-528.0
182668,-520.0
182671,-504.0
182672,-901.0
182673,-502.0
182674,-510.0
182675,-519.0
182678,-524.0
182679,-2249.0
182680,-612.0
182681,-510.0
182682,-504.0
182683,-2878.0
182684,-500.0
182685,-522.0
182686,-1139.0
182687,-506.0
182688,-2532.0
182689,-969.0
182690,-524.0
182692,-526.0
182693,-519.0
182696,-508.0
182697,-1265.0
182698,-1538.0
182699,-505.0
182700,-521.0
182701,-513.0
182702,-516.0
182703,-1255.0
182705,-517.0
182706,-2052.0
182708,-503.0
182709,-510.0
182710,-2359.0
182711,-577.0
182712,-655.0
182713,-665.0
182714,-505.0
182715,-2309.0
182716,-523.0
182717,-1522.0
182718,-500.0
182719,-517.0
182720,-527.0
182721,-790.0
182722,-578.0
182723,-569.0
182724,-523.0
182725,-1246.0
182726,-519.0
182727,-527.0
182728,-503.0
182729,-502.0
182730,-510.0
182731,-1198.0
182732,-1014.0
182733,-518.0
182734,-1680.0
182735,-527.0
182736,-524.0
182737,-516.0
182738,-525.0
182739,-508.0
182740,-527.0
182741,-1044.0
182742,-520.0
182744,-512.0
182745,-514.0
182746,-548.0
182747,-551.0
182748,-2767.0
182749,-2354.0
182750,-530.0
182751,-518.0
182752,-502.0
182753,-527.0
182754,-514.0
182755,-1338.0
182756,-507.0
182757,-2723.0
182758,-503.0
182759,-500.0
182760,-505.0
182761,-803.0
182763,-509.0
182765,-505.0
182767,-720.0
182768,-512.0
182769,-518.0
182771,-534.0
182772,-640.0
182773,-514.0
182774,-1268.0
182775,-659.0
182776,-520.0
182777,-515.0
182778,-502.0
182779,-506.0
182780,-1145.0
182781,-519.0
182782,-619.0
182783,-510.0
182784,-507.0
182786,-515.0
182787,-508.0
182788,-511.0
182790,-511.0
182791,-599.0
182792,-997.0
182793,-1218.0
182794,-513.0
182795,-1543.0
182798,-2373.0
182799,-504.0
182800,-504.0
182801,-539.0
182802,-504.0
182803,-526.0
182804,-1786.0
182805,-1473.0
182806,-515.0
182807,-526.0
182809,-919.0
182810,-963.0
182811,-1209.0
182813,-1641.0
182814,-502.0
182815,-532.0
182817,-524.0
182818,-505.0
182820,-1741.0
182821,-1169.0
182822,-514.0
182823,-541.0
182824,-525.0
182825,-726.0
182826,-529.0
182827,-515.0
182829,-504.0
182830,-1841.0
182831,-1522.0
182832,-1997.0
182833,-523.0
182834,-505.0
182835,-511.0
182837,-518.0
182838,-519.0
182839,-515.0
182840,-505.0
182841,-529.0
182843,-522.0
182844,-521.0
182845,-504.0
182846,-724.0
182848,-519.0
182849,-505.0
182850,-861.0
182851,-525.0
182852,-522.0
182854,-1576.0
182855,-509.0
182856,-578.0
182857,-650.0
182858,-563.0
182859,-559.0
182860,-508.0
182862,-522.0
182863,-554.0
182864,-774.0
182866,-1154.0
182867,-929.0
182868,-1558.0
182869,-525.0
182870,-1779.0
182871,-513.0
182872,-904.0
182873,-506.0
182874,-1556.0
182876,-680.0
182877,-516.0
182878,-589.0
182879,-525.0
182881,-501.0
182882,-500.0
182883,-525.0
182884,-533.0
182885,-2365.0
182886,-516.0
182889,-504.0
182890,-941.0
182891,-500.0
182892,-500.0
182893,-525.0
182894,-798.0
182895,-527.0
182896,-628.0
182897,-510.0
182898,-507.0
182899,-1428.0
182900,-602.0
182902,-519.0
182903,-525.0
182904,-695.0
182905,-534.0
182906,-517.0
182907,-543.0
182908,-514.0
182909,-799.0
182910,-732.0
182912,-511.0
182913,-2314.0
182914,-504.0
182915,-733.0
182916,-679.0
182917,-503.0
182918,-520.0
182919,-2752.0
182920,-2782.0
182921,-512.0
182922,-529.0
182923,-525.0
182924,-525.0
182925,-1234.0
182926,-1420.0
182927,-666.0
182928,-517.0
182929,-509.0
182930,-878.0
182931,-694.0
182932,-518.0
182934,-633.0
182935,-515.0
182937,-759.0
182938,-505.0
182939,-699.0
182940,-529.0
182941,-512.0
182942,-1203.0
182943,-506.0
182944,-542.0
182945,-1823.0
182946,-930.0
182947,-904.0
182948,-2412.0
182949,-507.0
182950,-2110.0
182951,-547.0
182953,-505.0
182955,-708.0
182956,-909.0
182958,-529.0
182959,-2146.0
182961,-520.0
182962,-516.0
182963,-506.0
182964,-511.0
182965,-526.0
182968,-529.0
182969,-507.0
182970,-522.0
182971,-592.0
182972,-790.0
182973,-504.0
182975,-509.0
182976,-548.0
182977,-569.0
182978,-513.0
182980,-590.0
182982,-518.0
182983,-525.0
182984,-1731.0
182986,-516.0
182987,-523.0
182988,-512.0
182989,-505.0
182990,-1346.0
182991,-519.0
182992,-510.0
182993,-519.0
182994,-683.0
182995,-2260.0
182996,-520.0
182997,-505.0
182998,-521.0
182999,-544.0
183000,-1466.0
183001,-509.0
183002,-1452.0
183003,-883.0
183004,-1889.0
183005,-519.0
183006,-507.0
183007,-2668.0
183008,-522.0
183009,-519.0
183010,-521.0
183011,-518.0
183012,-872.0
183013,-1784.0
183014,-518.0
183015,-510.0
183017,-507.0
183018,-510.0
183019,-513.0
183020,-515.0
183021,-527.0
183023,-514.0
183024,-576.0
183025,-508.0
183026,-1721.0
183028,-2584.0
183029,-1465.0
183030,-505.0
183031,-509.0
183032,-1636.0
183033,-1523.0
183034,-503.0
183036,-1152.0
183038,-509.0
183039,-501.0
183040,-792.0
183042,-1687.0
183043,-624.0
183044,-704.0
183045,-508.0
183047,-628.0
183048,-507.0
183049,-510.0
183050,-518.0
183051,-527.0
183052,-560.0
183053,-515.0
183055,-2422.0
183056,-615.0
183057,-504.0
183058,-2578.0
183059,-501.0
183060,-1083.0
183061,-2579.0
183062,-1162.0
183063,-514.0
183064,-507.0
183066,-510.0
183069,-596.0
183070,-1390.0
183071,-2506.0
183072,-1220.0
183073,-526.0
183076,-916.0
183077,-506.0
183078,-713.0
183080,-531.0
183081,-507.0
183082,-568.0
183083,-634.0
183085,-778.0
183086,-1224.0
183087,-2028.0
183088,-1579.0
183089,-502.0
183090,-530.0
183091,-504.0
183093,-503.0
183094,-886.0
183095,-859.0
183096,-504.0
183098,-2731.0
183099,-530.0
183100,-535.0
183101,-571.0
183102,-514.0
183104,-1772.0
183105,-502.0
183106,-704.0
183107,-503.0
183109,-2068.0
183111,-500.0
183113,-504.0
183114,-529.0
183115,-504.0
183116,-521.0
183117,-501.0
183118,-594.0
183120,-675.0
183121,-548.0
183122,-1224.0
183124,-513.0
183125,-1732.0
183127,-609.0
183128,-999.0
183131,-508.0
183132,-505.0
183133,-505.0
183134,-517.0
183135,-538.0
183136,-518.0
183137,-503.0
183138,-527.0
183139,-509.0
183140,-523.0
183141,-1741.0
183142,-1919.0
183144,-527.0
183145,-527.0
183146,-509.0
183147,-509.0
183149,-588.0
183150,-528.0
183151,-766.0
183152,-1381.0
183154,-849.0
183156,-503.0
183157,-1003.0
183158,-509.0
183159,-513.0
183160,-521.0
183161,-760.0
183163,-526.0
183164,-606.0
183165,-644.0
183166,-1039.0
183167,-521.0
183168,-514.0
183169,-525.0
183170,-516.0
183171,-890.0
183172,-516.0
183175,-501.0
183176,-1897.0
183177,-770.0
183179,-1899.0
183180,-531.0
183181,-522.0
183182,-621.0
183183,-837.0
183184,-2752.0
183185,-511.0
183188,-511.0
183189,-514.0
183190,-523.0
183191,-1074.0
183192,-540.0
183193,-1147.0
183194,-810.0
183195,-506.0
183196,-511.0
183198,-517.0
183202,-513.0
183203,-504.0
183204,-535.0
183205,-502.0
183207,-534.0
183208,-924.0
183209,-1530.0
183211,-502.0
183212,-518.0
183213,-514.0
183214,-836.0
183215,-1370.0
183217,-2155.0
183218,-500.0
183219,-516.0
183220,-521.0
183222,-953.0
183223,-504.0
183225,-519.0
183226,-505.0
183228,-2099.0
183229,-1607.0
183230,-1582.0
183232,-529.0
183233,-526.0
183234,-507.0
183235,-521.0
183236,-1236.0
183237,-952.0
183238,-517.0
183239,-1570.0
183240,-510.0
183241,-552.0
183242,-515.0
183243,-545.0
183244,-518.0
183245,-515.0
183246,-525.0
183247,-612.0
183248,-1032.0
183249,-552.0
183250,-1610.0
183251,-2568.0
183252,-523.0
183253,-506.0
183254,-1208.0
183256,-518.0
183257,-506.0
183258,-533.0
183259,-531.0
183260,-2140.0
183262,-2645.0
183263,-2152.0
183264,-613.0
183266,-529.0
183268,-523.0
183269,-1231.0
183270,-520.0
183271,-695.0
183274,-515.0
183275,-1249.0
183276,-528.0
183277,-786.0
183278,-1550.0
183281,-511.0
183282,-510.0
183283,-514.0
183285,-1262.0
183286,-516.0
183287,-710.0
183288,-511.0
183289,-751.0
183290,-1004.0
183292,-501.0
183293,-504.0
183294,-1080.0
183295,-783.0
183296,-512.0
183297,-500.0
183298,-1111.0
183299,-1098.0
183300,-503.0
183301,-511.0
183302,-760.0
183303,-511.0
183304,-2074.0
183305,-1468.0
183306,-525.0
183307,-521.0
183308,-532.0
183309,-768.0
183310,-516.0
183313,-517.0
183314,-560.0
183315,-519.0
183318,-511.0
183319,-508.0
183320,-521.0
183321,-2471.0
183322,-510.0
183324,-526.0
183325,-526.0
183326,-1519.0
183327,-2366.0
183328,-544.0
183329,-512.0
183330,-525.0
183331,-525.0
183332,-643.0
183333,-613.0
183334,-747.0
183335,-2658.0
183336,-505.0
183337,-515.0
183338,-508.0
183340,-518.0
183341,-656.0
183342,-581.0
183343,-833.0
183344,-519.0
183345,-503.0
183346,-500.0
183347,-510.0
183348,-692.0
183349,-1628.0
183350,-2294.0
183351,-515.0
183353,-788.0
183354,-2714.0
183355,-1516.0
183356,-511.0
183359,-772.0
183360,-510.0
183361,-2450.0
183362,-529.0
183363,-517.0
183364,-2204.0
183365,-526.0
183366,-518.0
183367,-500.0
183368,-508.0
183370,-511.0
183371,-519.0
183372,-518.0
183373,-532.0
183374,-511.0
183375,-1858.0
183376,-1198.0
183377,-1074.0
183378,-1104.0
183379,-1095.0
183380,-1915.0
183381,-524.0
183382,-525.0
183384,-527.0
183386,-505.0
183387,-1819.0
183388,-516.0
183389,-512.0
183390,-516.0
183391,-622.0
183395,-752.0
183396,-1089.0
183397,-524.0
183400,-555.0
183401,-932.0
183402,-548.0
183403,-517.0
183404,-524.0
183405,-2744.0
183406,-524.0
183407,-1646.0
183408,-533.0
183409,-502.0
183410,-1596.0
183411,-517.0
183412,-1033.0
183414,-601.0
183415,-713.0
183417,-569.0
183418,-513.0
183419,-503.0
183420,-523.0
183421,-527.0
183422,-518.0
183423,-505.0
183424,-779.0
183425,-516.0
183426,-542.0
183427,-790.0
183428,-506.0
183429,-1303.0
183430,-504.0
183431,-505.0
183432,-502.0
183433,-518.0
183435,-1814.0
183436,-542.0
183437,-510.0
183438,-738.0
183439,-514.0
183440,-633.0
183441,-502.0
183442,-504.0
183443,-501.0
183444,-1279.0
183446,-525.0
183447,-718.0
183448,-509.0
183449,-503.0
183450,-523.0
183451,-522.0
183453,-927.0
183454,-1426.0
183455,-519.0
183457,-775.0
183458,-1005.0
183460,-622.0
183461,-545.0
183462,-591.0
183463,-520.0
183464,-720.0
183469,-524.0
183470,-523.0
183471,-1709.0
183473,-594.0
183474,-528.0
183476,-1770.0
183477,-613.0
183478,-526.0
183482,-1664.0
183485,-505.0
183487,-2579.0
183488,-1148.0
183489,-512.0
183490,-635.0
183491,-937.0
183492,-520.0
183493,-512.0
183495,-1080.0
183496,-2165.0
183498,-501.0
183500,-858.0
183502,-1563.0
183503,-533.0
183505,-2212.0
183506,-1350.0
183507,-522.0
183508,-539.0
183509,-607.0
183510,-1123.0
183511,-2832.0
183512,-523.0
183513,-502.0
183514,-2761.0
183515,-1379.0
183516,-646.0
183517,-543.0
183518,-1030.0
183519,-2258.0
183520,-1320.0
183521,-503.0
183522,-1195.0
183523,-1659.0
183524,-509.0
183525,-500.0
183526,-526.0
183527,-1870.0
183529,-801.0
183530,-514.0
183531,-525.0
183532,-670.0
183533,-518.0
183534,-2626.0
183535,-2060.0
183536,-524.0
183537,-506.0
183539,-1414.0
183540,-533.0
183541,-533.0
183542,-503.0
183543,-517.0
183544,-572.0
183545,-1431.0
183549,-528.0
183550,-529.0
183553,-510.0
183554,-504.0
183555,-519.0
183556,-626.0
183557,-512.0
183558,-525.0
183559,-502.0
183560,-501.0
183561,-508.0
183562,-526.0
183564,-504.0
183565,-524.0
183566,-519.0
183567,-1011.0
183568,-513.0
183569,-506.0
183571,-502.0
183572,-522.0
183573,-517.0
183574,-508.0
183575,-515.0
183576,-1885.0
183577,-505.0
183580,-537.0
183581,-508.0
183584,-500.0
183585,-526.0
183586,-507.0
183589,-506.0
183590,-522.0
183591,-629.0
183592,-507.0
183593,-754.0
183594,-771.0
183595,-518.0
183597,-722.0
183598,-2149.0
183599,-527.0
183600,-520.0
183601,-500.0
183602,-918.0
183603,-513.0
183604,-516.0
183605,-920.0
183607,-507.0
183608,-507.0
183609,-514.0
183610,-552.0
183611,-2752.0
183612,-503.0
183613,-651.0
183614,-514.0
183615,-523.0
183616,-1675.0
183617,-521.0
183618,-502.0
183619,-511.0
183620,-525.0
183621,-530.0
183622,-510.0
183623,-521.0
183624,-505.0
183625,-506.0
183626,-1423.0
183627,-509.0
183628,-511.0
183629,-614.0
183631,-517.0
183632,-683.0
183633,-511.0
183634,-725.0
183635,-519.0
183637,-520.0
183638,-514.0
183639,-511.0
183641,-508.0
183644,-1833.0
183645,-509.0
183646,-521.0
183647,-512.0
183648,-525.0
183650,-1528.0
183651,-545.0
183652,-2887.0
183656,-506.0
183658,-2388.0
183659,-513.0
183660,-519.0
183661,-1428.0
183663,-517.0
183665,-525.0
183666,-507.0
183667,-540.0
183668,-693.0
183669,-526.0
183671,-511.0
183672,-501.0
183673,-1745.0
183674,-1121.0
183675,-526.0
183677,-1604.0
183678,-547.0
183679,-766.0
183680,-679.0
183681,-513.0
183682,-512.0
183683,-557.0
183684,-504.0
183685,-2004.0
183686,-524.0
183687,-501.0
183688,-504.0
183690,-522.0
183691,-519.0
183692,-2305.0
183693,-541.0
183696,-528.0
183697,-1621.0
183698,-505.0
183699,-780.0
183700,-1167.0
183701,-791.0
183702,-516.0
183703,-528.0
183704,-512.0
183706,-505.0
183707,-518.0
183708,-503.0
183709,-518.0
183710,-524.0
183711,-507.0
183712,-506.0
183714,-507.0
183715,-531.0
183716,-561.0
183717,-502.0
183718,-517.0
183719,-2244.0
183721,-525.0
183723,-502.0
183724,-515.0
183726,-510.0
183727,-595.0
183728,-875.0
183729,-1771.0
183732,-508.0
183733,-626.0
183734,-910.0
183735,-529.0
183736,-1537.0
183737,-752.0
183738,-726.0
183739,-520.0
183740,-503.0
183741,-1192.0
183742,-521.0
183743,-525.0
183744,-983.0
183745,-523.0
183746,-840.0
183747,-629.0
183748,-504.0
183749,-502.0
183750,-708.0
183751,-518.0
183754,-525.0
183755,-703.0
183756,-774.0
183759,-511.0
183760,-886.0
183761,-504.0
183762,-1246.0
183764,-507.0
183765,-594.0
183766,-500.0
183767,-506.0
183768,-506.0
183769,-523.0
183770,-1348.0
183771,-500.0
183773,-1508.0
183774,-500.0
183775,-501.0
183776,-525.0
183777,-528.0
183778,-513.0
183780,-509.0
183781,-505.0
183783,-522.0
183784,-520.0
183787,-508.0
183788,-503.0
183789,-526.0
183790,-512.0
183791,-1222.0
183792,-585.0
183794,-1661.0
183797,-774.0
183798,-899.0
183799,-512.0
183800,-505.0
183802,-524.0
183803,-521.0
183804,-515.0
183806,-1126.0
183807,-1452.0
183808,-1845.0
183809,-510.0
183810,-609.0
183811,-1235.0
183812,-517.0
183813,-1345.0
183814,-501.0
183815,-1337.0
183816,-509.0
183817,-524.0
183818,-500.0
183819,-503.0
183820,-512.0
183821,-526.0
183822,-520.0
183823,-500.0
183825,-1197.0
183826,-501.0
183827,-632.0
183828,-1447.0
183829,-513.0
183830,-550.0
183831,-878.0
183832,-502.0
183833,-2530.0
183834,-520.0
183835,-519.0
183836,-1881.0
183837,-506.0
183838,-1617.0
183839,-516.0
183840,-512.0
183841,-1059.0
183842,-1177.0
183843,-519.0
183847,-511.0
183848,-2676.0
183849,-505.0
183850,-933.0
183851,-509.0
183852,-660.0
183853,-659.0
183854,-530.0
183855,-544.0
183856,-1605.0
183857,-550.0
183859,-1176.0
183860,-516.0
183861,-507.0
183862,-521.0
183865,-505.0
183866,-513.0
183867,-577.0
183868,-530.0
183869,-509.0
183870,-1054.0
183872,-1103.0
183873,-1733.0
183874,-1947.0
183875,-1832.0
183876,-1938.0
183877,-516.0
183878,-2504.0
183879,-753.0
183880,-504.0
183881,-529.0
183882,-505.0
183883,-505.0
183884,-1047.0
183885,-525.0
183886,-524.0
183887,-506.0
183888,-529.0
183889,-527.0
183890,-502.0
183891,-520.0
183892,-789.0
183893,-665.0
183894,-1170.0
183895,-525.0
183896,-926.0
183897,-522.0
183899,-517.0
183900,-519.0
183901,-1239.0
183902,-1858.0
183903,-503.0
183904,-1057.0
183905,-520.0
183906,-536.0
183907,-528.0
183908,-521.0
183909,-500.0
183910,-530.0
183911,-504.0
183912,-1358.0
183913,-511.0
183914,-506.0
183915,-621.0
183916,-519.0
183917,-1150.0
183918,-1125.0
183919,-505.0
183920,-927.0
183921,-529.0
183922,-2606.0
183923,-515.0
183924,-1683.0
183925,-2361.0
183926,-525.0
183927,-1925.0
183928,-1036.0
183929,-2439.0
183930,-574.0
183931,-847.0
183934,-2624.0
183935,-567.0
183936,-1449.0
183937,-2844.0
183938,-669.0
183939,-503.0
183940,-516.0
183942,-529.0
183943,-2604.0
183944,-1628.0
183945,-522.0
183946,-509.0
183947,-504.0
183948,-624.0
183949,-1650.0
183951,-529.0
183953,-1867.0
183954,-1493.0
183956,-506.0
183960,-516.0
183962,-575.0
183963,-564.0
183964,-500.0
183965,-509.0
183966,-518.0
183967,-514.0
183968,-2320.0
183970,-514.0
183971,-525.0
183972,-1912.0
183973,-514.0
183974,-511.0
183975,-525.0
183976,-748.0
183977,-1282.0
183978,-513.0
183980,-1733.0
183982,-2695.0
183983,-508.0
183984,-510.0
183985,-515.0
183987,-1541.0
183988,-1198.0
183989,-519.0
183990,-526.0
183991,-596.0
